,doc_id,source,investigation_num,modified_title,modified_creator,modified_modified,modified_occurence_date,modified_release_date,doc_length
385,385,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13q0012/r13q0012.html,R13Q0012,Railway Investigation Report R94D0191 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,4 November 1994,16 December 1997,3924
386,386,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13t0060/r13t0060.html,R13T0060,Railway Investigation Report R94E0062 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,25 June 1994,,711
387,387,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13t0122/r13t0122.html,R13T0122,Railway Investigation Report R94M0100 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,14 December 1994,13 December 1996,2216
388,388,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13t0192/r13t0192.html,R13T0192,Railway Investigation Report R94Q0029 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,7 June 1994,08 December 1995,3536
389,389,https://tsb.gc.ca/eng/rapports-reports/rail/2013/r13W0083/r13w0083.html,R13W0083,Railway Investigation Report R94Q0048 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,23 September 1994,19 May 1995,347
390,390,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13w0124/r13w0124.html,R13W0124,Railway Investigation Report R94Q0054 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,19 October 1994,16 August 1995,488
391,391,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13w0257/r13w0257.html,R13W0257,Railway Investigation Report R94Q0065 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,20 November 1994,16 August 1995,549
392,392,https://tsb.gc.ca/eng/enquetes-investigations/rail/2013/r13w0260/r13w0260.html,R13W0260,Railway Investigation Report R94Q0074 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,18 December 1994,24 April 1996,447
393,393,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14c0114/r14c0114.html,R14C0114,Railway Investigation Report R94T0029 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,30 January 1994,19 May 1995,2050
394,394,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14c0142/r14c0142.html,R14C0142,Railway Investigation Report R94T0060 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2025-06-05,22 February 1994,28 February 1995,609
395,395,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14d0011/r14d0011.html,R14D0011,Railway Investigation Report R94T0063 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,26 February 1994,12 April 1995,1080
396,396,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14e0081/r14e0081.html,R14E0081,Railway Investigation Report R94T0072 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,6 March 1994,28 February 1995,1246
397,397,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14m0002/r14m0002.html,R14M0002,Railway Investigation Report R94T0334 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-03,28 October 1994,25 June 1996,1630
398,398,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14q0045/r14q0045.html,R14Q0045,Railway Investigation Report R94T0357 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2025-09-17,20 November 1994,26 June 1996,8981
399,399,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14q0047/r14q0047.html,R14Q0047,Railway Investigation Report R94V0006 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-02-11,18 January 1994,28 February 1995,2201
400,400,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14t0160/r14t0160.html,R14T0160,Railway Investigation Report R94V0206 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-03-17,22 September 1994,30 April 1996,793
401,401,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14t0180/r14t0180.html,R14T0180,Railway Investigation Report R94W0019 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-03-17,23 January 1994,05 July 1995,1167
402,402,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14t0294/r14t0294.html,R14T0294,Railway Investigation Report R94W0101 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2016-03-17,25 April 1994,20 April 1995,2404
403,403,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14v0215/r14v0215.html,R14V0215,Railway Investigation Report R94W0243 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2025-06-11,18 October 1994,23 January 1995,1585
404,404,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14w0041/r14w0041.html,R14W0041,Railway Investigation Report R95D0016 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,21 January 1995,16 December 1997,1920
405,405,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/R14W0137/r14w0137.html,R14W0137,Railway Investigation Report R95D0055 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,20 April 1995,24 October 1996,1595
406,406,https://tsb.gc.ca/eng/enquetes-investigations/rail/2014/r14w0256/r14w0256.html,R14W0256,Railway Investigation Report R95D0081 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,6 June 1995,12 December 1996,1113
407,407,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15d0073/r15d0073.html,R15D0073,Railway Investigation Report R95D0093 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,21 June 1995,24 April 1996,613
408,408,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15d0103/r15d0103.html,R15D0103,Railway Investigation Report R95D0097 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,23 June 1995,17 September 1997,1909
409,409,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15d0118/r15d0118.html,R15D0118,Railway Investigation Report R95D0114 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,15 July 1995,14 August 1996,2929
410,410,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15e0173/r15e0173.html,R15E0173,Railway Investigation Report R95M0027 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,6 April 1995,14 August 1996,638
411,411,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15h0005/r15h0005.html,R15H0005,Railway Investigation Report R95M0072 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,14 December 1995,23 April 1997,1186
412,412,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15h0013/r15h0013.html,R15H0013,Railway Investigation Report R95Q0014 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,23 February 1995,27 October 1995,654
413,413,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15h0021/r15h0021.html,R15H0021,Railway Investigation Report R95Q0019 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,12 March 1995,07 March 1996,558
414,414,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15h0092/r15h0092.html,R15H0092,Railway Investigation Report R95Q0045 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,24 June 1995,28 June 1996,904
415,415,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15m0034/r15m0034.html,R15M0034,Railway Investigation Report R95S0021 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,16 February 1995,25 February 1998,3749
416,416,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15t0173/r15t0173.html,R15T0173,Railway Investigation Report R95S0036 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2015-10-22,1 April 1995,17 January 1996,446
417,417,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15t0245/r15t0245.html,R15T0245,Railway Investigation Report R95T0023 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,29 January 1995,30 May 1996,664
418,418,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15v0003/r15v0003.html,R15V0003,Railway Investigation Report R95T0092 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2015-10-22,31 March 1995,14 August 1996,1472
419,419,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15v0046/r15v0046.html,R15V0046,Railway Investigation Report R95T0152 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,18 May 1995,10 September 1996,2543
420,420,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15v0183/r15v0183.html,R15V0183,Railway Investigation Report R95T0259 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,15 August 1995,08 January 1999,2373
421,421,https://tsb.gc.ca/eng/enquetes-investigations/rail/2015/r15v0191/r15v0191.html,R15V0191,Railway Investigation Report R95T0262 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,20 August 1995,,565
422,422,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16c0012/r16c0012.html,R16C0012,Railway Investigation Report R95V0017 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,20 January 1995,04 April 1996,1037
423,423,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16c0065/r16c0065.html,R16C0065,Railway Investigation Report R95V0089 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-26,22 April 1995,16 December 1997,3852
424,424,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16d0073/r16d0073.html,R16D0073,Railway Investigation Report R95V0174 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,20 August 1995,09 October 1996,860
425,425,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16d0076/r16d0076.html,R16D0076,Railway Investigation Report R95V0218 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,1 October 1995,16 December 1997,3911
426,426,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16d0092/r16d0092.html,R16D0092,Railway Investigation Report R95W0291 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-03-05,5 November 1995,26 August 1998,3146
427,427,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16e0051/r16e0051.html,R16E0051,Railway Investigation Report R96C0086 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-14,13 April 1996,27 May 1998,2558
428,428,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16e0102/r16e0102.html,R16E0102,Railway Investigation Report R96C0135 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2019-11-29,14 June 1996,25 February 1998,2198
429,429,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16h0002/r16h0002.html,R16H0002,Railway Investigation Report R96C0172 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-14,12 August 1996,22 August 1997,22937
430,430,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16h0024/r16h0024.html,R16H0024,Railway Investigation Report R96D0018 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,31 January 1996,07 October 1997,645
431,431,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16m0026/r16m0026.html,R16M0026,Railway Investigation Report R96D0029 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,27 February 1996,15 October 1998,2269
432,432,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16t0111/r16t0111.html,R16T0111,Railway Investigation Report R96D0035 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,10 March 1996,22 January 1997,511
433,433,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16t0162/r16t0162.html,R16T0162,Railway Investigation Report R96H0021 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,29 August 1996,17 February 1998,2274
434,434,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16v0195/r16v0195.html,R16V0195,Railway Investigation Report R96M0011 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2015-10-22,11 March 1996,24 March 1998,1896
435,435,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16w0004/r16w0004.html,R16W0004,,,,,,2
436,436,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16w0059/r16w0059.html,R16W0059,,,,,,2
437,437,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16w0074/r16w0074.html,R16W0074,Railway Investigation Report R96T0008 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,11 January 1996,17 March 1998,3300
438,438,https://tsb.gc.ca/eng/enquetes-investigations/rail/2016/r16w0242/r16w0242.html,R16W0242,Railway Investigation Report R96T0080 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,6 March 1996,10 September 1998,1372
439,439,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17d0123/r17d0123.html,R17D0123,Railway Investigation Report R96T0095 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,21 March 1996,5 November 1997,3114
440,440,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17c0074/r17c0074.html,R17C0074,Railway Investigation Report R96T0111 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,31 March 1996,10 December 1998,4101
441,441,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17h0015/r17h0015.html,R17H0015,Railway Investigation Report R96T0137 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-15,24 April 1996,25 February 1998,1562
442,442,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17q0061/r17q0061.html,R17Q0061,Railway Investigation Report R96W0171 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2015-10-22,2 July 1996,09 April 1999,2246
443,443,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17q0088/r17q0088.html,R17Q0088,Railway Investigation Report R97C0147 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,2 December 1997,10 December 1999,6145
444,444,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17t0164/r17t0164.html,R17T0164,Railway Investigation Report R97D0113 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,6 May 1997,10 December 1998,1690
445,445,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17t0170/r17t0170.html,R17T0170,Railway Investigation Report R97D0253 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,24 November 1997,01 March 2000,2390
446,446,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17v0220/r17v0220.html,R17V0220,Railway Investigation Report R97H0008 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,13 August 1997,03 December 1998,4784
447,447,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17v0096/r17v0096.html,R17V0096,Railway Investigation Report R97H0009 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2019-07-03,3 September 1997,05 August 1998,13721
448,448,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17w0175/r17w0175.html,R17W0175,Railway Investigation Report R97S0098 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,7 October 1997,01 August 2000,2922
449,449,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17w0190/r17w0190.html,R17W0190,Railway Investigation Report R97T0075 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,30 January 1997,16 September 1998,1553
450,450,https://tsb.gc.ca/eng/enquetes-investigations/rail/2017/r17w0199/r17w0199.html,R17W0199,Railway Investigation Report R97T0097 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,7 April 1997,15 October 1998,1689
451,451,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18c0076/r18c0076.html,R18C0076,Railway Investigation Report R97T0299 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,19 November 1997,03 February 1999,6039
452,452,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18d0020/r18d0020.html,R18D0020,Railway Investigation Report R97V0063 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,26 March 1997,22 December 1998,6926
453,453,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18d0067/r18d0067.html,R18D0067,Railway Investigation Report R98C0022 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-16,1 March 1998,14 March 2000,4681
454,454,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18t0032/r18t0032.html,R18T0032,Railway Investigation Report R98D0184 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-19,15 December 1998,16 December 1999,3236
455,455,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18w0133/r18w0133.html,R18W0133,Railway Investigation Report R98M0020 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-19,31 July 1998,26 July 2000,6941
456,456,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18v0016/r18v0016.html,R18V0016,Railway Investigation Report R98M0029 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-19,24 September 1998,30 November 1999,7727
457,457,https://tsb.gc.ca/eng/rapports-reports/rail/etudes-studies/siiR0501/siir0501.html,SIIR05-01,Railway Investigation Report R98T0042 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,1 March 1998,14 March 2000,2882
458,458,https://tsb.gc.ca/eng/rapports-reports/rail/etudes-studies/sr9401/sr9401.html,SR9401,Railway Investigation Report R98T0141 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,17 June 1998,07 July 1999,2446
459,459,https://tsb.gc.ca/eng/enquetes-investigations/rail/2018/r18w0168/r18w0168.html,R18W0168,Railway Investigation Report R98T0292 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,26 November 1998,08 May 2001,2706
460,460,https://tsb.gc.ca/eng/enquetes-investigations/rail/2024/r24t0064/r24t0064.html,R24T0064,Railway Investigation Report R98V0100 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,31 May 1998,13 January 2000,3916
461,461,https://tsb.gc.ca/eng/enquetes-investigations/rail/2024/r24d0070/r24d0070.html,R24D0070,Railway Investigation Report R98V0148 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,11 August 1998,28 November 2000,4458
462,462,https://tsb.gc.ca/eng/enquetes-investigations/rail/2024/r24c0147/r24c0147.html,R24C0147,Railway Investigation Report R98V0183 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2019-06-03,1 October 1998,,3168
463,463,https://tsb.gc.ca/eng/enquetes-investigations/rail/2024/r24q0089/r24q0089.html,R24Q0089,Railway Investigation Report R99D0159 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,27 August 1999,30 May 2001,2452
464,464,https://tsb.gc.ca/eng/enquetes-investigations/rail/2024/r24d0080/r24d0080.html,R24D0080,Railway Investigation Report R99E0023 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,31 January 1999,21 August 2001,2914
465,465,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25w0010/r25w0010.html,R25W0010,Railway Investigation Report R99H0007 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-21,23 April 1999,13 February 2001,19479
466,466,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25t0038/r25t0038.html,R25T0038,Railway Investigation Report R99H0009 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-22,14 July 1999,16 January 2002,5441
467,467,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25e0051/r25e0051.html,R25E0051,Railway Investigation Report R99H0010 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-22,30 December 1999,27 June 2002,11334
468,468,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25w0047/r25w0047.html,R25W0047,Railway Investigation Report R99M0046 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-22,9 October 1999,25 July 2001,1256
469,469,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25t0177/r25t0177.html,R25T0177,Railway Investigation Report R99Q0019 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-22,13 April 1999,07 March 2002,3080
470,470,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25c0088/r25c0088.html,R25C0088,Railway Investigation Report R99S0071 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,6 August 1999,17 April 2001,2872
471,471,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25t0189/r25t0189.html,R25T0189,Railway Investigation Report R99S0100 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-22,9 November 1999,17 December 2002,5987
472,472,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25t0241/r25t0241.html,R25T0241,Railway Investigation Report R99T0017 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-22,19 January 1999,21 January 2003,7998
473,473,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25q0097/r25q0097.html,R25Q0097,Railway Investigation Report R99T0031 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,6 February 1999,26 March 2001,14227
474,474,https://tsb.gc.ca/eng/enquetes-investigations/rail/2026/r26q0001/r26q0001.html,R26Q0001,Railway Investigation Report R99T0147 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,5 June 1999,25 September 2001,3789
475,475,https://tsb.gc.ca/eng/enquetes-investigations/rail/2026/r26v0009/r26v0009.html,R26V0009,Railway Investigation Report R99T0256 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,23 September 1999,09 April 2002,8407
476,476,https://tsb.gc.ca/eng/enquetes-investigations/rail/2026/r26c0011/r26c0011.html,R26C0011,Railway Investigation Report R99T0298 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,23 November 1999,11 September 2001,4975
477,477,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25c0114/r25c0114.html,R25C0114,Railway Investigation Report R99V0141 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,15 August 1999,18 May 2001,856
478,478,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25c0131/r25c0131.html,R25C0131,Railway Investigation Report R99W0133 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,26 June 1999,20 December 2000,2367
479,479,https://tsb.gc.ca/eng/enquetes-investigations/rail/2025/r25v0149/r25v0149.html,R25V0149,Railway Investigation Report R99W0231 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2018-02-23,1 November 1999,30 May 2001,1746
480,480,https://tsb.gc.ca/eng/enquetes-investigations/rail/2026/r26t0099/r26t0099.html,R26T0099,Rail transportation safety issue investigation report SII R05-01 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2025-01-02,1 January 2006,,8885
481,481,https://tsb.gc.ca/eng/enquetes-investigations/rail/2026/r26d0039/r26d0039.html,R26D0039,Railway Investigation Report SR9401 - Transportation Safety Board of Canada,"Government of Canada, Transportation Safety Board of Canada",2019-02-14,1 January 1994,,6244
